APIs,Count 
unregisterUpdateHandler,3
unregisterUpdateHandlers,3
onUpdateVertices,3
postDraw,3
preDraw,3
initBlendFunction,12
getFloatBuffer,3
setBackgroundEnabled,3
setAutoUnregisterWhenFinished,6
onManagedInitialize,6
setOnAreaTouchListener,3
registerTouchArea,15
unregisterTouchArea,12
onManagedUpdate,6
setTouchAreaBindingOnActionDownEnabled,12
buildAnimations,9
zzmG,9
isFlippedVertical,3
isFlippedHorizontal,3
assertTexture,3
drawWithoutChecks,3
getTileCount,3
setCurrentTileIndex,6
getGraphObject,3
newGraphPathRequest,3
getExpirationDate,5
openForRead,3
setActiveSession,3
shouldExtendAccessToken,3
extendAccessToken,3
setAccessExpires,3
setTokenCachingStrategy,3
putToken,3
putExpirationDate,3
downloadAndDisplayImage,2
getIntCode,2
updateExtras,2
createAdView,2
renderAdView,2
setMoPubNativeEventListener,2
setVideoAdListener,1
finishDisplayingAd,4
renderNativeView,4
onNativeAdFailed,2
appId,3
appName,2
useTextureView,2
allowShowPageWhenScreenLock,2
coppa,2
setGDPR,4
createAdNative,4
setFullScreenVideoAdInteractionListener,2
showFullScreenVideoAd,2
setRewardAdInteractionListener,2
showRewardVideoAd,4
setCodeId,5
setImageAcceptedSize,3
setSupportDeepLink,3
setAdCount,4
loadFullScreenVideoAd,2
loadRewardVideoAd,2
loadFeedAd,1
isSdkInitialized,3
getAvailableRewards,2
registerAdRenderer,2
mainImageId,2
iconImageId,2
titleId,2
textId,2
privacyInformationIconImageId,2
callToActionId,2
getDynamicSize,2
setFeatureDrawable,1
setClientData,1
isActivity,7
trustedGetException,6
enableExceptionReporting,1
setServerLanguageCode,1
setDefaultDateFormatStr,1
setRecentDateFormatStr,1
setServerTimeZoneId,1
setShortMonthNames,1
addProtocolCommandListener,1
setParserFactory,1
setRemoteVerificationEnabled,1
appendFileStream,1
printWorkingDirectory,1
completePendingCommand,1
removeDirectory,1
storeFileStream,1
setHostConfiguration,1
setProxyCredentials,1
setAuthenticationPreemptive,1
setMaxConnectionsPerHost,1
addIdentity,1
setIdentityRepository,1
setKnownHosts,1
setDaemonThread,1
setErrStream,1
getExitStatus,1
hasErrorCondition,1
toXml,1
hasChildElement,1
getChildElement,1
getChildText,1
addBuildListener,1
setTrustManager,1
execPBSZ,1
getValidateServerCertificateTrustManager,1
listStatus,1
getAccessTime,1
getLen,2
isDir,4
encodePath,2
rm,1
rmdir,1
setStat,1
setFilenameEncoding,1
getMTime,1
setPERMISSIONS,1
getATime,1
setACMODTIME,1
getGId,1
getUId,1
getModTime,1
addResource,5
getNextTarEntry,1
getResponseBodyAsMultiStatus,1
getHref,1
checkSuccess,1
I0,3
getHandshake,1
getEffectivePort,1
getDefinedPackage,1
R1,1
destroyItem,1
eventIterator,1
eventQueue,1
addReads,1
privateLookupIn,1
dropLookupMode,1
setCampaignParamsFromUrl,1
zzkr,6
zzkv,9
zzkp,4
zzBk,1
zzBl,1
zzku,3
zzkA,1
zzkB,1
zzkC,1
zzkD,13
zzkz,2
zzkt,7
zzkx,8
zzky,5
zzkw,6
zzks,3
zzhM,1
zzLS,1
w0,3
y0,5
G0,3
logIn,1
addPhoto,1
setHashtag,1
setVideo,5
setQuote,1
onDeletedMessages,1
onMessageSent,1
onSendError,1
onNotificationMessageArrived,1
onNotificationMessageClicked,1
onReceivePassThroughMessage,1
onReceiveRegisterResult,1
setHttpDnsState,1
getIpListForceHttp,1
$default$compute,1
$default$computeIfAbsent,1
$default$computeIfPresent,1
$default$forEach,1
$default$getOrDefault,1
$default$merge,1
$default$putIfAbsent,2
$default$remove,2
$default$replace,4
$default$replaceAll,1
reportRequest,1
reportResponse,1
setRemoteAlias,1
getRemoteAlias,1
getSinkPriority,1
setSinkPriority,1
getSinkState,1
getNonDisconnectedSinks,1
getConnectedSinks,1
resumeSink,1
suspendSink,1
disconnectSink,1
connectSink,1
stopCamera,3
canToggleFlashMode,1
enableFlash,1
updateAccessToken,1
getBaseCall,3
injectJavascript,133
getWebViewBackgroundColor,1
getWebViewScrollMode,1
registerAccessTokenChange,1
unregisterAccessTokenChange,1
registerJSErroListener,1
setCacheProgressCallback,1
openExternalUrl,2
bleIdentifierAdvertised,1
assembleRedBearBeacon,1
assembleViansLock,1
authProviderLogin,1
registerBackButtonClick,1
unregisterBackButtonClick,1
getDisplayStorageInfo,1
addPrintJob,1
getPrintStatus,1
setDisplayStorage,1
registerBatteryStatus,1
getBatteryInfo,1
isBluetoothAvailable,1
hasBeacons,1
bikeControl,1
bleScanDevices,1
sendBleLockAction,1
sendBleLockActionV2,1
bleServer,1
bleConnectWifi,1
bleWifiScan,1
stopBleWifiScan,1
connectBluetoothDevice,1
disconnectBluetoothDevice,1
startBluetoothConnectionListener,1
isBluetoothEnabled,2
getConnectedBluetoothDevice,1
pairBluetoothDevice,1
unpairBluetoothDevice,1
unpairAllBluetoothDevices,1
scanForBluetoothDevices,1
stopBluetoothScan,1
writeToBluetoothDevice,1
snapCameraRecorder,1
startCameraRecorder,1
showCaptionButton,1
hideCaptionButton,1
changeBottomMenuItemIcon,1
chaynsLocationBrowserLogin,1
geoLocationRequest,1
storageRequest,1
closeDialogWebview,1
closeCurrentView,2
removeSubTapp,1
controlVolume,1
createOrUpdateSubTapp,1
createTappShortcut,1
createShortcut,1
showTimeDialog,1
showDateDialog,1
registerDavidServerChange,1
registerDesignSettingsChanged,1
detectBeacons,1
registerDeviceState,1
getDeviceStateInfo,1
enableOfflineSnackbar,1
disableSwipeBackGesture,1
setDisplayBrightness,1
enableAdminSwitch,1
enabledBluetooth,1
enablePTR,1
isFTLRegistered,1
setFTLVolume,1
startFTLGame,1
stopFTLGame,1
startBlePersonSearch,1
forceRerenderWebview,1
getAccessState,1
getBeaconHistory,1
getBleDevices,1
getCachedFilesWithHeaders,1
getCachedFiles,1
getCompassData,1
getLastPushNotifications,1
getLocationTrackingState,1
getAppCache,1
checkConnectedQrCodeScanner,1
getRadioInfo,1
getSharingApps,1
updateServerData,1
getTappList,1
setIsChaynsTapp,1
getGlobalInformation,1
heaterControl,1
hiddenQRScan,1
getIWeechData,1
sendIWeechAction,1
showInteractionIndicator,1
hideInteractionIndicator,1
isNFCEnabled,1
isPTREnabled,1
listFlicButton,1
registerLocationTracking,2
unregisterLocationTracking,1
logcatReader,1
logoutUser,1
mokoPlugControl,1
isNFCAvailable,1
enableNFC,1
registerNFCRecognition,1
disableNFC,1
notifyAutoLoginResult,1
registerTappVisibilityChange,1
openCommunicationActivity,1
openDialogWebview,1
showOPMQRCode,1
openPDF,1
openPhoneSettings,1
openSettingsActivity,1
openSlidingQRScanner,1
openOPMTapp,1
orientationListener,1
onRequestOtaPermissions,1
executeOtaCommand,1
setOtaServerTime,1
pageChangeListener,1
unpairFlicButton,1
pairFlicButton,1
playPromotion,1
isPlayingRadioStream,1
stopRadioStream,1
startRadioStream,1
setRadioStreamUrl,1
setRadioStreamBackgroundPlaying,1
showRadioStreamButton,1
hideRadioStreamButton,1
sendPsLockAction,1
getPushInformation,1
detectQRCode,1
generateQRCode,1
showQRCode,1
scanQRCode,1
updateAccountData,1
registerRefreshRequest,1
registerNetworkChange,1
removeFromCache,1
removeOldPromotion,1
registerGeoLocationChange,1
unregisterGeoLocationChange,1
requestRatingDialog,1
sendRideDeviceAction,1
saveEvent,3
startScreenBlinker,1
screencast,1
screenshot,1
selectAlbumById,1
selectAlbumByName,1
selectBottomTapp,1
selectSmartClient,1
selectTappByName,1
selectTappByShowName,1
selectTappByPositition,1
selectTapp,1
selectTappById,1
registerSetAdminSwitch,1
setBadge,1
clearBadge,1
setBeaconTxPower,1
setBottomTapps,1
setCurrentPromotionSettings,1
setDialogHidden,1
setLanConfigOnBlePeripheral,1
setLastUsedDavidServer,1
setLocationSettings,1
setAppCache,1
scanNFCPersonId,1
scanNFCRfid,1
setScreenBrightness,1
getSavedScreenOrientation,1
saveScreenOrientation,1
setScreenOrientation,1
setSettingsRadio,1
setTappActionCallback,1
setWebViewOverScrollMode,1
setWebViewBackgroundColor,1
shareContent,1
getShareImagePath,1
showARModel,1
showAppInfo,1
showFBFriendsDialog,1
openInternalURL,1
showMyChaynsNotificationsDialog,1
showImageViewer,1
showSelectDialog,1
showTutorial,1
showWaitCursor,1
slidingScanQRCode,1
isSpeechRecognitionAvailable,1
startSpeechRecognition,1
removeItemsFromLibrary,1
addItemsToLibrary,1
configureOfflineLists,1
forceRenewSpotifyToken,1
getSpotifyPlaybackFocus,1
getSpotifyStatus,1
initSpotify,1
performLogout,1
modifySpotifyQueue,1
pauseSpotify,1
resumeSpotify,1
playSpotify,1
setSpotifyStateCallback,1
setSpotifyErrorCallback,1
setSpotifyFadeDuration,1
startInternalActivity,1
storeIWeechBooking,1
takeHiddenPicture,1
takePictureWithResponse,1
sendTappMessage,1
getAudioRingerMode,1
startTextToSpeech,1
renewTobitAccessToken,1
silentFacebookConnect,1
isFBLoggedIn,1
facebookLogin,1
openTobitSession,2
toggleTitleImage,1
transparencyBarcodeScan,1
updateChaynsIdArea,1
showFABButton,1
hideFABButton,1
updateTapp,1
setWatchDog,1
getZimoData,1
requestZimoPermission,1
sendZimoAction,1
clearTerminalSettings,1
isGooglePayAvailable,1
requestGooglePayPayment,1
isPaylevenAvailable,1
doPaylevenPayment,1
requestPayment,1
del,4
sizeRes,2
getLastFound,1
setLastFound,1
setTobitMajor,1
setTobitMinor,1
getTobitMajor,1
getTobitMinor,1
getTapp,1
setTapp,1
getLocationId,1
getTappID,1
isChaynsIdTapp,1
isHideFromMenu,1
getSortId,1
getUACIDs,1
getLayoutOptions,1
isSubTapp,1
getCustomUrl,1
setIsSubTapp,1
setSortId,1
setTappID,1
setExclusiveTapp,1
setHiddenFromMenuTapp,1
isOnlyInAdminUAC,1
getViewMode,1
getAps,1
getTp1,1
setTp1,1
setAps,1
setLastSelectedTappId,1
getLastSelectedTappId,1
loadImageFromServer,1
stopDataTransfer,1
setFBJSONObject,1
setJSONObject,1
setColorManager,2
setNegativeBackgroundColor,2
setPositiveBackgroundColor,2
setPositiveCloseTime,2
setNegativeCloseTime,2
setPositiveIcon,2
setPositiveIconColor,2
setNegativeIcon,2
setNegativeIconColor,2
setNegativeTextColor,2
setPositiveTextColor,2
getPositiveButton,1
getColorManager,1
onToggleSwitchClicked,1
setRenderable,3
getLocalScale,2
setLocalScale,2
setWorldPosition,3
setWorldRotation,4
video,1
manageSeparatorVisibility,2
setUncheckedBackgroundColor,1
setCheckedBackgroundColor,1
setBorderRadius,3
animateSelector,1
getRefreshView,1
getScaleController,1
isTransforming,2
setActivityResultInterface,2
hideWaitCursor,1
setPbSlitteActivity,2
setRlWaitCursor,2
getPbSlitteActivity,2
obtainBitmap,1
recycleBitmap,1
setLoopLimit,1
findInHierarchy,1
callOnHierarchy,1
getTargetSkeletonRig,1
getBoneCount,1
makeBufferForBones,1
getMaterialBoneTransformsBuffer,1
initializeMatrix,1
getWorldModelMatrix,3
setCollisionShape,1
setShadowCaster,1
updateFromDefinition,1
setShadowReceiver,1
getRenderableData,1
getTargetNode,1
__has_identifier,7
createKeySet,2
edgesConnecting,2
extractFrameData,3
clearRssiCalculation,3
getFrameData,1
onPayloadResolved,3
invokeErrorCallback,2
invokeSuccessCallback,2
getBase64Data,2
getFirmwareVersion,2
getBatteryPower,2
isShuffled,2
getProximity,2
getWorldPosition,2
getWorldRotation,2
worldToLocalDirection,1
isDescendantOf,1
getSkeletonRig,1
getRenderableInstance,1
getWorldModelMatrixInverseInternal,1
getRenderable,1
setLookDirection,1
setOnTapListener,1
getLocalRotation,1
setLocalRotation,1
getLocalPosition,1
setLocalPosition,1
getForward,1
getTransformableNode,3
getSpaceSet,2
notifySpacePresent,2
getDevicesInSpace,2
insertDevicesIntoSpace,2
onSpaceEnteredEvent,2
onDeviceDiscoveredEvent,2
onDevicesUpdatedEvent,2
notifyDevicePresent,2
resolveShuffled,2
getScanCallback,1
getScanContext,1
writeInteger,3
writeUUID,3
eTag,1
maxResult,1
startIndex,1
getQueryOptions,945
getTransformationSystem,1
addTransformationController,1
maybePropagateCancellation,6
startNativeVideo,1
getTrackingUrl,1
variants,1
getMatchedResources,1
getMatchedURIs,1
getRequestUriBuilder,1
getPathParameters,1
getAcceptableMediaTypes,1
selectVariant,1
getSingletons,2
getAsLocale,1
addStringParameter,1
nextSeparator,1
removeEntryForKey,1
indexFor,1
getInjectableProviderContext,4
getComponentProviderFactory,1
getUnmarshaller,5
getComponentProvider,1
setConfigs,1
tryGetInstance,2
getInitError,2
onAirdentifyDiscovered,1
onAirdentifyLost,1
onSubscriptionExpired,1
onBleError,1
getNumVal,9
onBleConnectionUpdate,9
fits,2
getNotificationFallback,1
getWriteCommand,1
getReadCommand,1
isSearchedDevice,1
isWriteonlyCommand,1
isReadonlyCommand,1
isReadWriteCommand,1
getMccNumber,1
setMccNumber,1
setMncNumber,1
setRoaming,1
setSignalIntensity,1
getBaseRequest,211
addQueryOption,211
getRequestUrlWithAdditionalSegment,315
addFunctionOption,150
setRawObject,204
enableJavascriptCaching,1
getVastVideo,1
setVastVideo,1
getClickTrackers,1
clearRequest,1
makeRequestInternal,1
isAtCapacity,1
getDeclaringResource,1
readFromAsString,2
writeToAsString,2
getInjectable,2
getInjectableWithScope,1
isAnnotationRegistered,1
getWithoutDefaultValue,1
getIssueList,1
pushMatch,3
getMatchResult,1
getUriInfo,1
getLogData,1
getCharacteristicUuid,5
getDecryptedData,2
isSameCharacteristic,1
getUseEncryption,2
setEncryptedData,1
getDecryptedPackage,1
getEncryptedPackage,1
setAuthenticationProvider,1
setHttpProvider,1
setSerializer,1
getServiceRoot,1
setPropertiesAndFeatures,3
getSAXSource,3
getMarshaller,3
isXmlRootElementProcessing,1
getInjectableInstance,1
getExplicitRootResources,1
getMediaTypeMappings,1
getLanguageMappings,1
putSingle,1
getRootElementName,1
fromScanData,1
scanLeDevice,2
setWakeUpAlarm,2
getRuleInternal,6
getNumberOfPoints,2
getEvaluations,18
clearObservations,2
addObservedPoint,2
getResiduals,2
getJacobian,2
getEvaluationCounter,2
getIterationCounter,2
parseCoordinates,6
checkParameters,10
getDistanceMeasure,2
centroidOf,2
getStateDimension,2
getNumberOfSecondaryStates,2
getSecondaryStateDimension,2
getParametersNames,2
incrementEvaluationCount,8
formatString,2
getMinimalIterationCount,12
incrementCount,12
getMaximalIterationCount,2
getChromosomeList,2
getTree,10
checkPoint,2
getTolerance,10
setBarycenter,10
getHyperplane,10
getBarycenter,2
applyTransform,11
getRemainingRegion,6
projectToBoundary,2
getIterationManager,4
setStepStart,12
initIntegration,18
getStepStart,8
setIsLastStep,8
acceptStep,18
isLastStep,8
getPreviousState,3
getInterpolatedSecondaryState,2
getMaxEvaluations,6
getStartPoint,32
getRelativeThreshold,16
getAbsoluteThreshold,16
getGoalType,30
getStartValue,18
incrementIterationCount,16
getMaxIterations,2
restrictToNonNegative,2
isNoIntercept,2
getFunctionValueAccuracy,16
getCoefficients,2
computeObjectiveValueAndDerivative,2
computeDerivativeObjectiveValue,2
getRadixDigits,2
getZero,2
dotrap,2
intLog10,2
power10,2
copysign,2
power10K,2
classify,2
operate,2
getEvaluationsCounter,2
fraction,18
getGlobalPreviousState,18
previousStateLinearCombination,18
derivativeLinearCombination,18
currentStateLinearCombination,18
optimizeInternal,2
getObjectiveFunction,2
getExpandable,7
isRestrictedToNonNegative,2
computeJacobian,2
computeResiduals,8
computeWeightedJacobian,8
computeCost,8
getWeightSquareRoot,4
rescale,4
resetOccurred,4
isNamespaceAware,4
isXIncludeAware,2
removeBundleListener,2
generateSchema,1
createJAXBIntrospector,1
getHttpContext,1
getOriginatingProvider,3
getFormatNames,2
LottieAnimation,1
isPivotSet,1
isInManagedCall,2
getConnections,1
getConnectionProperties,1
getAllConnections,1
getAllConferences,1
onConnectionServiceFocusGained,1
onConnectionServiceFocusLost,1
onAdFailedToReceive,6
setRequestTag,1
setTrackView,2
addFriendlyObstructions,1
removeFriendlyObstructions,1
omidJsServiceScript,1
trackClick,1
trackAdShown,1
trackAdDismissed,1
trackAdFailed,1
invalidateExpiration,1
setAdRendererListener,1
setCurrentIndicatorPosition,1
setBidderListener,1
setStartForResult,3
trySetAccessible,1
getSourceVersion,1
constructorsIn,1
getParties,1
changeHostName,1
unregisterAllListener,1
stopMirror,1
getMirrorServicePort,1
loadNativeLibs,1
stopAudioInsist,1
stopAudio,1
sendPhotoEvent,1
getMirrorQuality,1
muteAudio,1
notifyVideoPlayerStopped,1
sendVideoEvent,1
setMirrorQuality,1
setPcmBlock,1
onVideoPlayFinished,1
openMirrorDebugMode,1
closeMirrorDebugMode,1
setMirrorSurface,1
addSlideShowTheme,1
setHostName,1
setUseMediaCodec,1
setUseAUMerger,1
registerController,1
setNotificationFlags,1
setNotificationDefaults,1
setStatusbarIcon,1
removeString,1
getMiCloudUserInfo,1
getMiCloudAccessToken,1
getSnsAccessToken,1
invalidateAccessToken,1
setLogicListener,1
onCornerAdShowOrHide,2
todo,56
readObj,78
readArr,34
readIntAdjust,5
appendCommonParams,12
setMaxRetriesAndTimeout,6
resetCallback,8
readIntForceDefaultValue,3
onPacakgeInstalled,1
onPackageInstallFail,1
stopEmsTask,1
setEmsLimitSpeed,1
startEmsDownloadTask,1
getEmsTaskInfo,1
getEmsListeningPort,1
startEmsServer,1
cancleReqQiyiVideo,1
setEmsConnectReq,1
getLibKey,1
getQiyiVideoInfo,1
initNativeEnv,1
stopBPTask,1
isEmsServerPrepared,1
startBPVodTask,1
setF4vSection,1
prepareMediaHeader,1
startEmsVodTask,1
startEmsLiveTask,1
startEmsTSVodTask,1
setLibKeyExpiredTime,1
checkLocalF4vIsHavePlayData,1
checkLocalPfvIsHavePlayData,1
onlineP2pPerpareDataBeforeSeek,1
isMp4headerCachedOnline,1
onBdussExpired,13
onCaptchaRequired,3
onIncompleteUser,2
setResultMsg,46
getResultMsg,1
onSystemError,4
onNetworkFailed,2
initActionBar,30
initHomeActionBar,4
startActivityForResultWithoutAnim,2
finishWithoutAnim,10
getBeanId,1
getRequestParams,3
getEncode,1
handleResponseHeaders,1
execBean,8
destroyBean,2
setResponseCallback,58
setBelongPaySdk,5
setTitleMessage,6
setLeftZoneOnClickListener,1
setRightImgZone2Visibility,1
setRightImgZone2Enable,1
setRightImgZone2Src,1
setRightImgZone2OnClickListener,1
getRightZoneView,1
setShowInputMethod,2
setUseSafeKeyBoard,1
initSafeKeyBoardParams,1
setOnMyFocusChangeListener,1
setShowSystemKeyBoard,1
getPreState,1
setPullLoadEnabled,1
setPullRefreshEnabled,1
onPullDownRefreshComplete,1
isScrollLoadEnabled,1
getHeaderLoadingLayout,1
setDismissOnClick,3
setMenuItemClickListener,2
cancleRequest,1
getSinalParam,1
layoutMenu,1
initActionBarExt,4
getHandlerFailureData,2
setFlagPaySdk,10
changeCurrentStepInfo,1
checkBindVadility,1
loadCvv2,1
onBeanExecFailureWithErrContent,1
showBaseDialog,1
initCouponDiscount,2
initNeedToPayText,2
clearTasksTopOf,4
showErrorMsg,1
getPwd,1
getMobilePwdBeanId,1
hideErrorMsg,1
clearTasksWithFlag,1
selectPayType,1
startFragmentForResult,7
popBackFragment,1
getWalletSdkVersion,1
onPayEnd,1
isHideLoadingDialog,1
setTransferConfig,2
lockButonShortly,2
checkMoneyLegally,2
getCosttimeDesp,2
checkPhoneOrEmailLegally,1
checkPhonenumLegally,2
annouceDelayDialog,2
annouceOfflineDialog,2
annouceShowBanner,2
getAmountHint,2
startContactActi,2
autoFixAmountText,2
startAuthDialog,2
checkUsernameLegally,1
startBankSeacheActivity,1
startHisotryActivity,1
setCardMgr,16
setCardMode,23
initialized,1
dispatchClickEvent,1
bindClickData,115
getCardModeHolder,7
setMarks,26
bindViewData,5
initEventData,2
initEventExtra,1
getEventDataList,9
isSimpleChinese,3
response,1
setCardDependenceHandler,1
setDefaultListenerFactory,1
paras,1
getNameValue,2
getRequestHeader,1
isGet,1
touchIfaceServer,1
runOnBackground,2
setPoster,29
getClickData,61
createPingbackBean,3
getBList,2
onAdFinish,3
onBufferPrecentChange,3
onBufferStatusChange,3
onCodeRateChangeSuccess,3
onErrorShowOrHideTip,5
onGetAlbumSuccess,3
onPerVideoInitPlay,3
onPerVideoPlayOnPrepare,3
onPerVideoPlayStop,3
onPerVideoPreparePlay,3
onPlayPause,3
onPlayProgressChange,3
onRequestUpdateSubtitle,2
onSubtitleChangeSuccess,2
onUgcVideoShowOrHideTip,2
onVideoSizeChange,3
onClickEvent,1
onRequestShowDownloadView,1
onRequestShowOrHideNetStatusTip,1
onRequestShowOrHideCodeChangTip,1
showOrHiddenViewPointTips,1
onRequestShowRecommendVideo,1
onRequestCheckUpdateNetTip,1
onRequestCheckNetStatusTip,1
onUpdateVideoDurition,1
onRequestShowOrHideLivingTip,1
onCodeRateChanging,1
showScoreTip,1
onRenderAdFetched,1
onRequestShowOrHideSwitchStreamTip,1
onRequestUpdateRate,1
onRequestUpdateSubtitleUI,1
onRequestShowOrHideLoadingBeforePlay,1
onRequestShowOrHideLoadingOnPlay,1
showOrHiddenSeekBarLivingTime,1
onPrestrainSuccess,1
onGetAlbumFailure,1
onDolbyChanged,1
OnSendPingback,1
onConcurrentTip,1
onSubtitleChanging,1
playMovie,1
onDolbyChanging,1
onPrestrainPlaySuccess,1
onSubtitleChanged,1
onFavoritesSuccess,1
onRequestShowOrHideTrySeeTips,1
onRequestShowOrHideDolbyChangTip,1
onRequestShowErrorTips,1
onRequestShowOrHideVipTip,1
doPauseOrPlay,2
doSeekStartEvent,2
doHidePauseAd,2
doChangeVideoSize,2
doStopPlayer,2
doAdsDeliver,1
doTogglePauseOrPlay,1
doBackEvent,1
doSkipAd,1
doSeekFinishEvent,1
doBuyMovieTicket,1
doBuyVideo,1
doBuyVip,1
doChangeCodeRate,2
doChangeSubtitle,1
doChangeToMiniPlay,1
doDislikeCurrentVideo,1
doDislikeVideo,1
doDownloadCurrentPlayVideo,1
doFavoritesCurrentVideo,1
doFavoritesVideo,1
doLikeCurrentVideo,1
doLikeVideo,1
doLiveReplay,1
doLogin,1
doNetStatusTipContinuePlay,1
doNetStatusTipContinuePlay4BigCore,1
doPlay,3
doPlayNextVideo,1
doPurchaseEducationPlan,1
doReadBook,1
doSendADBannerShowPingback,1
doSharkEvent,1
doShowMovieDetail,1
doStartADAPPDetail,1
doStartADiShow,1
doStartBannerADDownload,1
doStartBannerADStartMovie,1
doStartiShow,1
doVideoDownload,1
onNetStatusChange,1
onPlayControllerViewShowOrHide,1
checkIsWebviewShowing,1
doCloseWebviewAd,1
doPlayFromH5,1
doReleaseVideo,1
getCardID,8
getCardDataMgr,1
isHasSendPingback,1
setHasSendPingback,1
todo2,2
setCardAdapter,1
handleUser,1
handleVUser,1
isDongle,1
isTV,1
isDLNADevice,1
isBox,1
isNewDevice,1
isOldDevice,1
getVideoOfDevices,1
actionSeek,1
seekAccurate_V2,1
changeResolutoin,1
pushVideoList,1
getPosition_V2,1
actionVolume,1
connectByUUID,1
kpgOnConfigurationChanged,1
getConnectedDeviceUUID,1
getConnectedDevice,1
kpgGetAllItems,1
actionClick,1
stopPlayingForNewTV,1
kpgTotalNonDisplayedItems,1
kpgDisplayAllItems,1
getDID,15
setCacheTimeout,2
setEnableParse,2
getSoName,1
setSoPath,1
getWorkHandler,5
showTipsJoinAction,6
dismissTipsJoinActionInterruptMessage,5
getQimoService,3
dismissLoadingBar,9
showLoadingBar,10
replaceUIPage,5
registerUIPage,11
getCurrentUIPage,1
openUIPage,10
exitCurrentUIPage,1
hideQimoIcon,1
showQimoIcon,1
getCurrentPageId,2
setMainContainer,12
sendBackKey,4
getTransferformData,1
onDownloadListChanged,1
getInvokeThreadCallback,9
getClickEventFromEventData,7
setBaiduDeliver,4
dispatchOnCommand,1
setBaiduDeliverLabel,17
getTransformData,1
isCanRequest,1
getForStatistics,1
getInstalledApps,1
installApkFile,1
installBuildinApps,1
deletePackage,1
packageAction,1
getPluginPackageName,1
notifyActivity,1
getSelectedTab,1
getPreRollStaticUrl,1
setOpenId,1
isSupportSSOLogin,1
reAuth,1
setLoginProxy,1
invokeHost,1
getExpires,7
getGradientCenterX,2
getCompletionHint,1
getMinEms,1
setExtractedText,1
getAbortBroadcast,3
getNetworkSpecifier,1
getExtraMessage,1
startRanging,2
getMaxPeers,1
addAccessPoints,1
getDistanceMm,2
getDistanceStdDevMm,2
isSupportedPedometer,1
getPedometerState,1
apihandring,1
handlePurchase,1
apihandring$default,2
buy,2
setDefaultSwipeDirs,1
getSwipedPos,1
getRecoverQueue,1
setSwipedPos,1
recoverSwipedItem,1
access$isPurchasesUpdate$cp,1
access$setPurchasesUpdate$cp,1
access$setConnected$p,1
asyncPointBuyoUiUpload,1
purchasesUpdate,1
purchasecsUpdate,2
removePointHistoryFragmentAndShowSettingFragment,1
transitionToEnd,2
access$getRealm$p,1
access$getFc$p,1
getBillingClient,1
getAliasKeys,2
getSizeResolver,2
getTransformations,2
getBitmapConfig,2
getNetworkCachePolicy,2
getDiskCachePolicy,2
getMemoryCachePolicy,2
getAllowHardware,2
getSuggestionsAdapter,1
getDeviceBusiness,1
queryDeviceSpecification,1
queryDeviceInfo,1
queryDeviceStatus,1
sendCommands,1
onStateDeleted,1
getMaxStateSize,1
getMaxNumKeys,1
onAchievementUpdated,1
onTurnBasedMatchCanceled,1
getCurrentPlayerId,1
dg,1
clearNotifications,1
di,1
getMaxTurnBasedMatchDataSize,1
getMatchInboxIntent,1
getTurnBasedSelectOpponentsIntent,1
getRealTimeSelectOpponentsIntent,1
getPlayerSearchIntent,1
getSettingsIntent,1
cancelClick,1
eA,1
addCalendarEvent,1
sendEmailFromUri,1
openGoogleShopper,2
showGoogleShopperButton,2
getEndCallback,1
addPostData,3
changeMethod,3
setupMultichoice,1
setRowLayoutId,4
getCardFromCursor,2
getAbsListView,3
isParentHorizontalScrollContainer,2
getTouchChild,2
setAbsListView,1
getDecoratedBaseAdapter,1
setExifRotation,2
servicesConnected,3
getCurrentLocaiton,1
getCardView,1
getInnerLayout,4
setCardView,1
setParentCard,3
getParentCard,2
toggleOverflowIcon,1
getInternalHeaderLayout,1
setForceReplaceInnerLayout,1
setRecycle,1
isRecycle,1
isForceReplaceInnerLayout,1
addCardThumbnail,2
addCardHeader,2
setExternalUsage,1
getRawHeaders,1
setResponseCache,1
notifyDirectoryChange,1
loadLinkerJniLibrary,2
getRandomBaseLoadAddress,2
createLibInfoMapFromBundle,2
closeLibInfoMap,2
runTestRunnerClassForTesting,2
createBundleFromLibInfoMap,2
initializeParams,1
establishSurfacePeer,1
registerSurfaceTextureSurface,1
unregisterSurfaceTextureSurface,1
getSurfaceTextureSurface,1
crashIntentionallyForTesting,1
setAnchorRect,1
captureBitmapAsync,1
getExtensionManager,1
getNavigationHistory,1
resolveFileName,1
initXWalkContent,1
notifyDisplayAdded,1
notifyDisplayChanged,1
notifyDisplayRemoved,1
zzaeT,1
getCameraParameters,1
getCallbackHelper,1
installWebContentsObserver,1
setDIPScale,1
onUpdateTitle,1
broadcastMessage,2
getDisplayScript,1
probeCoroutineSuspended,1
throwOnFailure,1
createFailure,1
checkParameterIsNotNull,1
throwNpe,1
checkExpressionValueIsNotNull,1
fireEventGlobal,1
addTextListener,1
createImageIcon,1
pushMessage,2
clearMessages,1
setPaused,1
setMaxAgeSeconds,1
getRequestedSessionId,1
isRequestedSessionIdValid,1
isRequestedSessionIdFromCookie,1
isRequestedSessionIdFromURL,1
showOptionDialog,1
getAndAccumulate,1
getAvailableChronologies,2
appendFraction,2
appendOffsetId,2
appendZoneId,2
getSmallestMaximum,2
getLargestMinimum,2
weekBasedYear,3
createXMLStreamWriter,16
atMonthDay,3
basicDateTimeNoMillis,2
writeDefaultNamespace,5
