APIs,Count 
isSupportDoubleClick,1
getDefaultChoice,5
onFrameMetricsAvailable,10
getAndroidTestRunner,1
addTestListener,1
getStaticDataEncryptComp,1
getDynamicDataStoreComp,1
getSecureSignatureComp,1
staticBinarySafeDecryptNoB64,1
signRequest,1
isVersionCompatible,2
parseGrs,1
logd,1
getLogLevel,1
logv,1
logw,14
dragExit,5
dragMouseMoved,5
dropActionChanged,5
dragOver,5
dragEnter,5
cacheForModule,1
getFileCache,1
moduleConfig,1
removeAllObject,1
setObjectForKey,1
removeObjectForKey,1
requestNQoEMetrics,1
getNegotiatedProtocol,2
addRequestAnnotation,1
getCallTimeout,1
getConnectionAttemptDelay,1
getPingInterval,1
getRetryTimeOnConnectionFailure,1
getCurveType,1
getFormedShapePathFromString,1
getFormedShapeStringResult,1
notifyViewSizeChange,1
processFormingEvent,1
setStopTime,2
decodeDataFlavor,5
getDefaultFlavorMap,5
getNativesForFlavor,5
addFlavorForUnencodedNative,5
addUnencodedNativeForFlavor,5
encodeDataFlavor,5
getFlavorsForNative,5
getRepresentationClass,11
isFlavorTextType,5
getReaderForText,5
isMimeTypeEqual,10
isFlavorSerializedObjectType,5
selectBestTextFlavor,5
isRepresentationClassReader,5
isRepresentationClassCharBuffer,5
isRepresentationClassByteBuffer,5
isRepresentationClassInputStream,5
isFlavorJavaFileListType,5
getOffsets,5
getTransferDataFlavors,5
getTransferData,7
queryIpsSync,1
getDomainName,3
setRequestIntervalFailed,1
getCreateTime,7
getIpList,1
setFailIP,1
setDnsFailType,1
enableAccelerate,1
getRequestStart,1
getRequestEnd,1
getDnsStart,1
getDnsEnd,1
getConnectStart,1
getConnectEnd,1
getSslStart,1
getSslEnd,1
getSendingStart,1
getSendingEnd,1
getResponseStart,1
getTtfbMs,1
getTotalTimeMs,1
getSentByteCount,1
getReceivedByteCount,1
asyncInit,1
enableNetworkQualityEstimator,1
addQuicHint,2
setExperimentalOptions,1
clearStepChange,1
enableCanvasScale,1
enableDrag,1
enableInstantShape,1
enableInstantTable,1
enablePencilTilt,1
resetChangedState,1
setToolViewVisible,1
reportMatcher,9
addDimension,1
addMeasure,2
commitFail,1
commitSuccess,1
getEstimateEvent,1
isFeatureEnable,1
setRefreshRate,2
createInterleavedRaster,7
getMaxEms,3
NET_DVR_GetLastError,1
NET_DVR_MakeKeyFrame,1
NET_DVR_MakeKeyFrameSub,1
isKeyword,6
X4,7
p4,7
o2,7
L4,7
a2,7
V2,18
j5,1
getFitInsetsTypes,4
setFitInsetsTypes,7
createBitmapEffect,2
isNetworkTypeValid,15
getFillBefore,3
getAndroidID,3
insetView,2
startShuffleOrAppwall,2
getOriginByHttpDnsNoWait,1
getOriginsByHttpDnsNoWait,1
getSchemeByHost,1
addHttpRequestCallback,2
uploadWithFilePath,1
addOnTabChangeListener,1
getKernVersion,1
vetoableChange,1
readSizeF,4
writeSizeF,4
registerHandler,2
prefetchData,1
adIsPlaying,1
toggleScreen,1
setVideoLifecycleListener,2
setIDWMutedChangeListener,2
hideCloseView,1
isMute,3
needAD,1
showOrHideInteractive,1
showTopEventView,1
showGoodsListView,1
hideGoodsListView,1
hideTopEventView,1
isSmallWindow,1
toNormal,1
toSmall,1
setPicImageView,1
setIVideoLoopCompleteListener,1
setRootViewClickListener,1
setInstanceType,1
asyncPrepareVideo,1
createApmAdapterByType,1
onStage,2
addBiz,1
addBizAbTest,1
addBizStage,1
addStatistic,1
onReceiveWindmillPerformanceLog,1
dispatchWindowVisibilityChanged,9
getVerticalScrollbarWidth,4
peekService,1
glLightModelfv,2
glMaterialfv,2
glLightfv,4
glLightf,2
glMaterialf,2
glClientActiveTexture,3
glMultMatrixf,2
glNormalPointer,4
glPointSize,2
glFogf,2
glFogx,2
glFogfv,2
glFrustumf,3
currentApplication,2
currentProcessName,2
acquireProvider,4
getInitialApplication,1
penaltyDropBox,8
detectCustomSlowCalls,3
penaltyDeathOnNetwork,2
permitResourceMismatches,1
setFilePath,2
setBizCode,5
setPrivateData,2
getUTABTestValue,1
getTBSpeedBucket,1
isTBSpeedEdition,1
buildSpan,1
extractMapToContext,1
injectContextToMap,1
asChildOf,1
startNetworkAbilitySpan,1
releaseLog,1
requestStart,1
requestProcessStart,1
requestSendStart,1
responseReceiveStart,1
responseReceiveEnd,1
callbackDispatch,1
callbackStart,1
callbackEnd,1
serverRT,1
responseProcessStart,1
setContentId,3
setVideoUrl,3
setUTParams,2
setVideoId,5
setVideoLoop,2
setVideoAspectRatio,1
setDWInstanceType,2
setNeedBackCover,1
setInteractiveId,1
setNeedFrontCover,1
setFrontCoverData,1
setMiniProgressAnchorShown,1
hiddenNetworkErrorView,1
hiddenToastView,1
hiddenPlayingIcon,1
hiddenGestureView,1
hiddenLoading,1
hiddenPlayErrorView,1
setMuteDisplay,1
setFrontCoverView,1
writeExceptionToParcel,7
Loge,1
Logd,1
isLoginUrl,1
getLoginToken,2
triggerLoginBundle,1
alipayAuth,1
getOldUserId,1
isLogoutUrl,1
checkSessionValid,1
onCrashCaught,1
getStringDataByKey,1
buildPermissionTask,2
setTaskOnPermissionGranted,2
setTaskOnPermissionDenied,2
getSwitch,1
setConfirmListener,1
getDelegateClassLoader,1
installMbundleWithDependency,1
releaseResource,3
requireResource,1
setCpuLevel,1
setIoLevel,1
setGpuLevel,1
getTokenResult,1
getCacheLocation,1
getCityCode,1
getCityName,2
isNavSuccess,1
getAreaCode,1
getAreaName,1
getPageContext,1
getRender,4
sendJSONResponse,1
getEngine,5
getEngineRouter,1
getWorkerId,1
sendToRender,1
getWorkerById,1
penaltyDeathOnFileUriExposure,1
detectUntaggedSockets,4
onConfigUpdate,2
setDataModel,1
setTimeLimit,2
fromActivity,1
getArgsMap,4
getPageName,5
toTraceId,1
toSpanId,1
compressTexture,3
getDB,2
zzqs,4
zzqx,5
zzre,7
zzrc,4
zzco,20
zzri,20
zzrh,20
zzrg,8
zzrf,35
zzrj,22
zzrn,3
zzrm,7
zzrl,9
zzrk,24
zzct,15
zzkb,6
zzcn,3
zzsu,4
zztb,3
zztd,5
zzpz,2
zzez,14
zzex,6
zzzy,1
zzagf,1
zzaxp,2
zzazz,4
zzpd,2
zzpg,9
zzph,9
zzpj,7
zzpm,4
zzpl,6
zzpk,6
zzym,1
zzyp,4
zzazu,3
experimentalSetMediaCodecOperationMode,8
getLargestQueuedPresentationTimeUs,4
getOperatingRate,4
zzazw,40
zzazv,18
getFirstSegment,1
defaultCompareTo,11
onProvideInputMap,4
getInputMap,3
unregisterInputMappingProvider,2
registerInputMappingProvider,2
registerEncoder,2
configureWith,1
ignoreNullValues,1
detachViewAt,18
bindVariable,18
setTabIndicatorCornersRadii,9
setTabItemSpacing,9
setAnimationType,13
setAnimationDuration,9
setTabMode,12
setTabIndicatorHeight,9
selectTab,23
getPageChangeListener,9
removeAllTabs,13
newTab,24
setTabBackgroundColor,9
bindTypefaceProvider,9
setDisabledScrollPages,9
notifyVariableChanged,54
getRawExpr,18
addReported,18
isSizeRecordingEnabled,9
applyPatch,18
attachPager,9
setDividerColor,10
setDividerHeightResource,9
setDividerGravity,9
getActiveTickMarkDrawable,9
getInactiveTickMarkDrawable,9
setActiveTickMarkDrawable,9
setInactiveTickMarkDrawable,9
setThumbSecondaryDrawable,9
setThumbSecondaryValue,9
clearOnThumbChangedListener,9
addOnThumbChangedListener,9
setThumbValue,9
setWrapDirection,9
setAlignmentHorizontal,5
setAlignmentVertical,5
setShowSeparators,9
setSeparatorDrawable,9
setShowLineSeparators,9
setLineSeparatorDrawable,9
parseTemplates,9
dropMeasureCache,9
isTabsHeightsIsUnknown,9
setFixedLineHeight,9
getImageScale,9
availableWidth,9
getLastMeasuredHeight,9
setLastMeasuredHeight,9
isInternalTextChange,9
imageLoaded,18
isImageLoaded,19
setImageScale,18
setImageChangeCallback,9
previewLoaded,13
isImagePreview,13
setAutoEllipsize,9
isLayoutFrozen,5
removeLoaders,20
getSkus,14
queryPurchaseHistoryAsync,8
queryPurchasesAsync,10
isAdInErrorState,7
getAdGroup,7
withSkippedAd,6
withAdResumePositionUs,6
withAdCount,6
withAdUri,6
withPlayedAd,6
withContentDurationUs,6
withSkippedAdGroup,6
getAdGroupIndexForPositionUs,7
getAdGroupIndexAfterPositionUs,7
withAdLoadError,6
usToMs,10
msToUs,10
getPositionInWindowMs,6
getAdViewGroup,14
getAdOverlayInfos,11
onAdPlaybackState,6
buildRangeRequestHeader,7
setMainColor,4
getCurrentItemPosition,33
updateAdapter,12
setShowOnlyFutureDate,2
getCurrentLocale,10
notifyDatasetChanged,6
doesFileExist,2
closeCloseables,4
getFileLength,2
getAgeRestrictions,4
getVotes,2
getAdvertisingLabel,8
getDisclaimer,2
getNavigationType,2
getAdEventHandler,1
isWaitingState,1
getStatsManager,1
removeAd,1
storeAd,1
GetBannerSizeFromTypeString,1
parseOrNull,10
fromModel,10
toModel,10
toState,10
getValueDoNotRemove,1
isAdLoaded,24
useExoPlayer,2
executeDelayed,10
getPlacementTag,3
getWaterfallId,1
setAnchorId,1
setAuctionId,9
setGenericParams,9
getInstanceType,26
removeAllImpressionDataListeners,14
getAuctionFallbackId,12
reportImpressionDataToPublisher,17
setAutomaticImpressionAndClickTracking,7
getExpirationTimestamp,10
getSessionDepth,4
getInstanceSignature,4
setCachedInitializationParameters,2
isAttachedInDecor,10
loopMainThreadUntilIdle,5
getBackoffForAttempt,15
waitForStageChangeInitialActivity,10
waitForPendingForegroundActivities,10
writeChildren,8
getAngleChange,5
checkConnect,6
getBlackbox,2
pay,3
createOnGlThread,2
drawPlanes,1
setPivotXRelative,9
setPivotYRelative,9
systemRoot,5
createSized,6
getFormattedCardNumber,1
isExpiryValid,2
zzkm,14
interceptEvent,7
zzib,7
logEventInternalNoInterceptor,7
setShareHashtag,10
addStateChangeListeners,4
removeStateChangeListeners,4
createTrackedMetricEvent,1
standard,3
withRegion,3
withDeviceType,2
withOAuthProvider,2
withChildProfileVerifier,2
withUserControlVerifier,2
addPredefined,3
addString,3
addBoolean,5
getSharedInstance,1
getPpid,1
getMaxRedirects,1
doesRestrictToCustomPlayer,1
getPlayerType,2
getPlayerVersion,1
getAutoPlayAdBreaks,1
getSchedule,6
getImaSdkSettings,4
removeSessionManagerListener,1
isDisconnected,2
getDelegates,3
getDelegateFactories,3
getUseNNAPI,3
getNumThreads,3
isCancellable,4
addDelegateFactory,3
setCancellable,9
setNumThreads,3
setRuntime,3
setUseNNAPI,3
checkNotClosed,18
NotifyFailure,1
byteSize,1
initWithInterpreterFactoryApi,1
isPrecisionLossAllowed,3
areQuantizedModelsAllowed,3
getInferencePreference,3
getSerializationDir,3
getModelToken,4
getExecutionPreference,1
getAcceleratorName,1
getMaxNumberOfDelegatedPartitions,1
getUseNnapiCpu,1
getAllowFp16,1
getNnApiSupportLibraryHandle,1
getShowsUserInterface,1
getBundleForAction,1
peekNamedValue,1
getNamedResourceId,1
getNamedString,1
getErrorNo,43
resetActivityTitle,1
getPlugin,16
handleSSLException,2
doConfigVal,4
addStatusBarImpl,18
justifyImpl,18
isNotchHeightValidImpl,3
access$002,1
access$102,1
access$402,1
access$600,2
getInternalPopup,2
showPopup,3
setTypefaceByCallback,2
get-impl,4
receiveOrClosed,8
lambda$static$0,1
lambda$factory$0,1
requestFailed,1
responseFailed,1
isDuplex,1
callTimeoutMillis,1
performCustomAction,1
getSharedElementSourceNames,2
getSharedElementTargetNames,2
generateActivityResultKey,2
performAttach,2
setFocusedView,2
getPostOnViewCreatedAlpha,2
onFindViewById,2
onHasView,2
bindServiceAsUser,6
checkCallingUriPermission,5
clearWallpaper,5
enforceCallingOrSelfUriPermission,5
enforceCallingPermission,5
enforceUriPermission,10
getContentScene,4
getContentTransitionManager,4
getExtraData,2
getMaxNumPictureInPictureActions,8
getWallpaper,5
getWallpaperDesiredMinimumHeight,7
getWallpaperDesiredMinimumWidth,5
isActivityTransitionRunning,4
isLocalVoiceInteractionSupported,4
isVoiceInteraction,4
isVoiceInteractionRoot,4
navigateUpToFromChild,4
onLocalVoiceInteractionStarted,4
onLocalVoiceInteractionStopped,4
onNavigateUpFromChild,5
onVisibleBehindCanceled,5
peekWallpaper,5
putExtraData,2
removeStickyBroadcastAsUser,5
requestVisibleBehind,5
sendStickyBroadcastAsUser,6
sendStickyOrderedBroadcast,5
sendStickyOrderedBroadcastAsUser,5
setContentTransitionManager,4
setInheritShowWhenLocked,4
setTitleColor,8
setWallpaper,10
showAssist,5
startIntentSenderFromChild,8
startLocalVoiceInteraction,4
stopLocalVoiceInteraction,4
takeKeyEvents,5
triggerSearch,4
restoreSaveState,2
getSpecialEffectsControllerFactory,2
isLoggingEnabled,4
getViewFragment,2
moveToState,2
getLifecycleCallbacksDispatcher,2
handleOnBackPressed,2
removeCancellationSignal,2
addCancellationSignal,2
execPendingActions,2
clearFragmentResult,3
popBackStackState,2
completeExecute,2
scheduleCommit,2
getChildNonConfigs,2
getViewModelStores,2
moveToExpectedState,1
addViewToContainer,1
setListenerForTransitionEnd,2
initExchange,1
realConnectionPool,1
lambda$threadFactory$0,1
sameConnection,2
lambda$ukIZcZ_XlkiT9OCDxQIhblgD6_Y,1
lambda$_dijO1NT18aM7vHHk9LEtlzE6xQ,1
nativeOnCompletion,2
nativeOnPrepared,2
nativeOnSeekComplete,2
nativeOnVideoSizeChanged,2
nativeRotate,1
SendRequest,2
parseResponseSourceHeader,1
takeHeaders,1
trailers,1
ensureViewModelStore,63
getFontInternal,2
lambda$bLAzIpNF4NtapXlUpPVGhzxyNT8,1
onInterruptHandle,2
onResponseHandle,2
getmParams,4
getmNetCallbackImpl,8
setmUrl,8
setmNetCallbackImpl,8
setmHeaderMap,6
add2Params,2
getSegmentAndMoveHead,4
newWebSocketStreams,2
noNewExchanges,1
trackFailure,1
newCodec,2
isEligible,1
unwrapCryptoObject,1
setRequiredParamNames,4
getClaimsFromJWT,1
setResponseId,2
destroyTexture,2
previewReady,2
lambda$new$0$RealWebSocket,1
requestServerSideAccess,2
isAuthenticated,5
getGamesSignInClient,2
getUnionId,5
getAuthorizedScopes,3
getScopeUri,3
parseAuthResultFromIntent,5
setIdToken,5
createParams,4
silentSignIn,4
isKakaoTalkLoginAvailable,2
loginWithKakaoTalk,2
loginWithKakaoAccount,2
getBoundingRectLeft,2
getBoundingRectRight,2
enableSwipe,1
defaultPage,1
pushMap,3
putMap,3
putArray,8
F32_4,2
getExpiredTime,2
getZXID,2
setEnable,6
allowPermissionDialog,2
setEndTextElementListener,6
setCoefficients,6
routeToSuperOrEnforceInterface,46
loadGvrKeyboard,1
closeGvrKeyboard,1
initWithPhoneParams,2
exitFromVr,4
onHeadTrackingRecentered,3
removeNetworkSuggestions,5
getPassphrase,11
requestConnectionInfo,10
addLocalService,4
clearLocalServices,5
clearServiceRequests,4
setDnsSdResponseListeners,4
addServiceRequest,4
setNetworkName,7
setPassphrase,7
enablePersistentMode,4
setGroupOperatingBand,7
getContentUriForPath,8
inflateTransitionManager,1
regionDisplayName,1
languageDisplayName,1
setThumbUrl,2
getThumbUrl,2
refreshCollection,11
getTabs,4
setItemLongClickListener,13
setItemContextClickListener,13
getCollectionAdapter,1
handleMultiTouch,3
setGamma,5
toneLock,7
toggleToneLock,3
updateToneLock,3
drawControl,11
updateSnapPoint,5
getTouchSize,3
setScaleValue,3
setVerticalable,3
setHorizontalable,3
setOnOutListener,1
setSweepable,2
getAdapterForSection,5
insertProject,1
indexOfProject,1
projectAt,1
projectCount,1
folderAt,1
removeProject,1
getFolders,1
reorder,1
removeFolder,1
canNavigateBack,1
navigateBack,50
findParentFolder,1
getAllProject,1
openFolder,1
folderCount,1
indexOfFolder,1
getProjectFolder,1
addFolder,1
explodeFolder,1
moveProjectToParentFolder,1
refreshMainFolder,1
getCollectionViewController,1
addTitleBarContent,6
setupDynamics,4
editProfile,2
setIntentLaunchers,3
runNextTask,1
setOnEndedListener,3
getSectionItemViewType,2
getPositionInSection,4
checkGlError,2
getSuppressPatternChecks,4
checkRequiredParameter,61
initializeMediaDownload,43
getMediaHttpUploader,32
getUriTemplate,32
initializeMediaUpload,35
getInteraction,4
loopFor,3
loopBlocks,2
reshape,51
div,5
getNumCols,20
getNonZeroLength,2
inputModified,48
computeDeterminant,8
decomposeCommonInit,8
decompose,50
getNumberOfEigenvalues,4
getEigenVector,4
_setA,56
improveSol,4
setA,8
modifiesA,8
householder,4
updateA,12
upgradeSolution,8
getColPivots,4
getR,12
getColPivotMatrix,4
getU,12
numberOfSingularValues,4
numCols,4
numRows,6
isCompact,4
getSectionItemsTotal,1
hasFooter,2
setMiddlePivot,2
getDownPointersCenter,3
getCurrentPointersCenter,2
setCancelsOtherGestures,1
getCurrentPointers,3
getDownPointers,3
setTrackColor,3
addComponents,10
numberOfMarginsFromSpan,2
getPreviewModifiedDate,1
getFullPreviewThumb,1
isZipped,1
getMainContainer,1
connected,1
setupProfileCurve,1
updateMask,3
updateVisibilityIcon,3
setupKeyCommands,1
handleShortcutKeys,1
applyTool,4
cancelTool,4
getRootUrl,11
getServicePath,13
solve,23
modifiesB,4
getDecomposition,7
quality,4
createLike,4
getNumElements,12
unsafe_get,8
convertBlockToRow,8
setExpectedMaxSize,4
setupPivotInfo,4
updateNorms,4
swapColumns,4
householderPivot,4
bindMainContent,1
setPreviousValue,1
getVisibleItems,1
getDataLength,5
getCols,2
getQR,4
getGammas,4
convertToColumnMajor,4
setScrollPageLoader,1
onProcessStarted,1
onProcessItem,1
onProcessEnded,1
setDrawText,1
getFolderLocation,1
isMiddlePivot,1
extractWords,2
getSupportedRefreshRates,13
setContentRoot,1
createRenderRequest,1
setFrameCommitCallback,1
syncAndDraw,1
setWaitForPresent,1
applyTransactionOnDraw,1
buildReparentTransaction,1
setColorMatrix,7
setAdd,1
eglGetPlatformDisplay,1
